 ITERATION:           19           1
 PARAMETERS PART
 RATIO  0.984075487    
 TIME INTERVAL   9.99999997E-07
 MICELLE LENGTH   28.7588615    
 PLATAEU   213.069107    
 Le   8.92129108E-08
 Lp   5.01130160E-08
 DATA PART
   3.00000011E-06  0.908670068      0.908678889    
   3.99999999E-06  0.902021229      0.903539598    
   4.99999987E-06  0.896579325      0.898688018    
   6.00000021E-06  0.891896665      0.894106030    
   7.00000010E-06  0.887765467      0.889682055    
   7.99999998E-06  0.884053886      0.885576308    
   9.00000032E-06  0.880681098      0.881692767    
   9.99999975E-06  0.877582967      0.878017664    
   1.10000001E-05  0.874717712      0.874537885    
   1.20000004E-05  0.872038960      0.871151209    
   1.29999999E-05  0.869525790      0.868019044    
   1.40000002E-05  0.867156804      0.865048110    
   1.49999996E-05  0.864916623      0.862228394    
   1.60000000E-05  0.862792552      0.859550595    
   1.70000003E-05  0.860772491      0.857005954    
   1.80000006E-05  0.858845472      0.854586244    
   1.89999992E-05  0.857000947      0.852283776    
   1.99999995E-05  0.855232954      0.850091398    
   2.09999998E-05  0.853536248      0.848002315    
   2.20000002E-05  0.851901352      0.846010268    
   2.30000005E-05  0.850307345      0.844109356    
   2.40000008E-05  0.848777533      0.842293918    
   2.49999994E-05  0.847295761      0.840558827    
   2.59999997E-05  0.845858574      0.838843226    
   2.70000000E-05  0.844459295      0.837252378    
   2.80000004E-05  0.843106151      0.835728168    
   2.90000007E-05  0.841790080      0.834266603    
   2.99999992E-05  0.840506315      0.832863867    
   3.09999996E-05  0.839250386      0.831516504    
   3.19999999E-05  0.838023245      0.830221117    
   3.30000003E-05  0.836830437      0.828974724    
   3.40000006E-05  0.835659623      0.827774286    
   3.50000009E-05  0.834515274      0.826617181    
   3.60000013E-05  0.833392859      0.825500906    
   3.70000016E-05  0.832299232      0.824422836    
   3.79999983E-05  0.831233084      0.823381007    
   3.89999987E-05  0.830186486      0.822373152    
   3.99999990E-05  0.829163909      0.821397305    
   4.09999993E-05  0.828158617      0.820451617    
   4.19999997E-05  0.827174425      0.819534421    
   4.30000000E-05  0.826205969      0.818643987    
   4.40000003E-05  0.825247288      0.817778826    
   4.50000007E-05  0.824309766      0.816937566    
   4.60000010E-05  0.823387861      0.816118717    
   4.70000014E-05  0.822481334      0.815321147    
   4.80000017E-05  0.821588218      0.814543545    
   4.89999984E-05  0.820712388      0.813784897    
   4.99999987E-05  0.819846451      0.813044071    
   5.09999991E-05  0.818994641      0.812320232    
   5.19999994E-05  0.818156898      0.811612308    
   5.29999998E-05  0.817337215      0.810919464    
   5.40000001E-05  0.816526294      0.810240984    
   5.50000004E-05  0.815715909      0.809575975    
   5.60000008E-05  0.814922750      0.808923781    
   5.70000011E-05  0.814141393      0.808220148    
   5.80000014E-05  0.813370168      0.807590485    
   5.89999981E-05  0.812608182      0.806971669    
   5.99999985E-05  0.811853468      0.806363225    
   6.09999988E-05  0.811113000      0.805455863    
   6.19999992E-05  0.810381293      0.804861546    
   6.29999995E-05  0.809657872      0.804275990    
   6.39999998E-05  0.808943808      0.803698957    
   6.50000002E-05  0.808238149      0.803129852    
   6.60000005E-05  0.807545006      0.802568376    
   6.70000009E-05  0.806858838      0.802014232    
   6.80000012E-05  0.806179643      0.801467001    
   6.90000015E-05  0.805509746      0.800926268    
   7.00000019E-05  0.804838836      0.800391912    
   7.10000022E-05  0.804182351      0.799863517    
   7.20000025E-05  0.803533852      0.799340963    
   7.30000029E-05  0.802888274      0.798823833    
   7.40000032E-05  0.802251637      0.798311889    
   7.49999963E-05  0.801622689      0.797805071    
   7.59999966E-05  0.801001728      0.797303081    
   7.69999970E-05  0.800383329      0.796805680    
   7.79999973E-05  0.799769580      0.796312690    
   7.89999976E-05  0.799166262      0.795823991    
   7.99999980E-05  0.798567355      0.795339286    
   8.09999983E-05  0.797978699      0.794858575    
   8.19999987E-05  0.797392905      0.794381618    
   8.29999990E-05  0.796812773      0.793908358    
   8.39999993E-05  0.796238661      0.793438673    
   8.49999997E-05  0.795669854      0.792972267    
   8.60000000E-05  0.795104921      0.792509198    
   8.70000003E-05  0.794544101      0.792049289    
   8.80000007E-05  0.793987691      0.791592419    
   8.90000010E-05  0.793439984      0.791138530    
   9.00000014E-05  0.792897999      0.790687442    
   9.10000017E-05  0.792358577      0.790239215    
   9.20000020E-05  0.791824281      0.789793611    
   9.30000024E-05  0.791296840      0.789350688    
   9.40000027E-05  0.790772080      0.788910270    
   9.50000031E-05  0.790251255      0.788472354    
   9.60000034E-05  0.789734304      0.788036823    
   9.69999965E-05  0.789219141      0.787603617    
   9.79999968E-05  0.788699210      0.787172735    
   9.89999971E-05  0.788191140      0.786743999    
   9.99999975E-05  0.787689328      0.786317468    
   1.00999998E-04  0.787188470      0.785893142    
   1.03999999E-04  0.785717607      0.784632206    
   1.06000000E-04  0.784759820      0.783801317    
   1.09000001E-04  0.783350110      0.782568932    
   1.11000001E-04  0.782428026      0.781756163    
   1.14000002E-04  0.781070054      0.780549765    
   1.16000003E-04  0.780173123      0.779753625    
   1.18999997E-04  0.778850079      0.778571188    
   1.21999998E-04  0.777555227      0.777402282    
   1.25000006E-04  0.776288152      0.776246488    
   1.28000000E-04  0.775044739      0.775103271    
   1.30999993E-04  0.773812771      0.773972332    
   1.34000002E-04  0.772609711      0.772853255    
   1.36999995E-04  0.771428287      0.771745682    
   1.40000004E-04  0.770263791      0.770649374    
   1.42999997E-04  0.769122660      0.769563973    
   1.46000006E-04  0.768005610      0.768489361    
   1.49999993E-04  0.766536593      0.767072856    
   1.53000001E-04  0.765434325      0.766022384    
   1.57000002E-04  0.764012218      0.764637232    
   1.61000004E-04  0.762618244      0.763269544    
   1.63999997E-04  0.761578381      0.762254953    
   1.67999999E-04  0.760226250      0.760916710    
   1.72000000E-04  0.758900881      0.759594917    
   1.76000001E-04  0.757613838      0.758289039    
   1.80000003E-04  0.756348073      0.756998897    
   1.84000004E-04  0.755090773      0.755724132    
   1.88999998E-04  0.753559411      0.754151821    
   1.93000000E-04  0.752356052      0.752910674    
   1.97000001E-04  0.751175463      0.751683891    
   2.01999996E-04  0.749731481      0.750170410    
   2.07000005E-04  0.748310506      0.748678565    
   2.11999999E-04  0.746915996      0.747207999    
   2.16000000E-04  0.745800436      0.746046484    
   2.20999995E-04  0.744445741      0.744612932    
   2.26999997E-04  0.742835581      0.742919028    
   2.32000006E-04  0.741524041      0.741528869    
   2.37000000E-04  0.740224719      0.740157783    
   2.43000002E-04  0.738699257      0.738537073    
   2.47999997E-04  0.737462521      0.737206578    
   2.54000013E-04  0.736018658      0.735633433    
   2.60000001E-04  0.734574258      0.734085381    
   2.65999988E-04  0.733162642      0.732561767    
   2.72000005E-04  0.731780589      0.731062114    
   2.79000000E-04  0.730202258      0.729341924    
   2.84999987E-04  0.728883445      0.727891982    
   2.92000012E-04  0.727378786      0.726228356    
   2.99000007E-04  0.725898743      0.724594116    
   3.06000002E-04  0.724428713      0.722988427    
   3.12999997E-04  0.722985804      0.721410453    
   3.19999992E-04  0.721575797      0.719859600    
   3.26999987E-04  0.720186651      0.718335032    
   3.34999990E-04  0.718623400      0.716624081    
   3.42999992E-04  0.717096627      0.714945674    
   3.50999995E-04  0.715595305      0.713298857    
   3.58999998E-04  0.714118838      0.711682558    
   3.67000001E-04  0.712648213      0.710096121    
   3.76000011E-04  0.711038351      0.708345830    
   3.84000014E-04  0.709639668      0.706819713    
   3.92999995E-04  0.708092153      0.705135345    
   4.03000013E-04  0.706372321      0.703302801    
   4.11999994E-04  0.704862833      0.701687515    
   4.22000012E-04  0.703227043      0.699929297    
   4.30999993E-04  0.701780379      0.698378623    
   4.41000011E-04  0.700204968      0.696689785    
   4.52000007E-04  0.698520303      0.694872200    
   4.61999996E-04  0.697025299      0.693255007    
   4.72999993E-04  0.695413709      0.691513479    
   4.83999989E-04  0.693810046      0.689809620    
   4.94999986E-04  0.692247450      0.688142121    
   5.07000019E-04  0.690562725      0.686363041    
   5.17999986E-04  0.689040899      0.684767425    
   5.31000027E-04  0.687283695      0.682923496    
   5.43000002E-04  0.685678005      0.681260169    
   5.55999984E-04  0.683960974      0.679498374    
   5.68000018E-04  0.682426035      0.677907765    
   5.82000008E-04  0.680662334      0.676093638    
   5.94999990E-04  0.679060698      0.674447596    
   6.08999981E-04  0.677368283      0.672714591    
   6.22999971E-04  0.675682485      0.671020985    
   6.38000027E-04  0.673927665      0.669248343    
   6.53000025E-04  0.672186911      0.667517126    
